,date,weather,summary,icon,temperature,feels_like,wind_chill,soil_temperature,dew_point,surface_temperature,pressure,cape,evaporation,irradiance,ozone,humidity,wind.speed,wind.gusts,wind.angle,wind.dir,cloud_cover.total,cloud_cover.low,cloud_cover.middle,cloud_cover.high,precipitation.total,precipitation.type
664,2023-07-06T16:00:00,mostly_cloudy,Mostly cloudy,5,19.8,17.6,19.9,20.4,11.0,21.1,1018,0,0.45,603.6,352,56.0,4.9,8.8,252,WSW,77,46,31,55,0.0,none
665,2023-07-06T17:00:00,partly_sunny,Partly sunny,4,19.9,18.3,20.1,20.5,10.8,20.7,1018,0,0.4,522.7,349,55.0,4.4,8.6,249,WSW,56,3,4,54,0.0,none
666,2023-07-06T18:00:00,mostly_cloudy,Mostly cloudy,5,19.6,17.8,19.8,20.4,10.9,20.3,1018,1,0.27,328.2,348,56.0,4.2,7.9,241,WSW,72,33,2,63,0.0,none
667,2023-07-06T19:00:00,mostly_cloudy,Mostly cloudy,5,19.4,17.9,19.6,19.9,10.9,18.9,1018,2,0.15,189.1,346,58.0,3.6,6.0,243,WSW,75,58,1,55,0.0,none
668,2023-07-06T20:00:00,mostly_cloudy,Mostly cloudy,5,18.7,17.9,19.1,19.3,10.7,17.7,1018,6,0.07,82.2,345,59.0,2.5,4.4,251,WSW,75,54,2,57,0.0,none
669,2023-07-06T21:00:00,mostly_cloudy,Mostly cloudy,5,17.6,17.8,18.4,18.7,11.5,16.3,1018,7,0.01,21.5,344,67.0,1.3,2.2,253,WSW,71,53,3,43,0.0,none
670,2023-07-06T22:00:00,partly_sunny,Partly sunny,4,15.2,16.0,15.7,17.0,11.9,13.9,1018,1,0.0,0.0,345,80.0,1.3,2.1,212,SSW,53,18,1,40,0.0,none
671,2023-07-06T23:00:00,mostly_cloudy,Mostly cloudy,5,13.4,13.2,13.3,14.9,11.6,13.1,1019,0,-0.0,0.0,345,89.0,1.7,3.3,159,SSE,80,2,0,80,0.0,none
672,2023-07-07T00:00:00,overcast,Overcast,7,11.9,11.2,11.7,14.1,10.8,12.5,1019,0,-0.0,0.0,345,93.0,1.7,3.4,135,SE,98,2,0,98,0.0,none
673,2023-07-07T01:00:00,overcast,Overcast,7,12.0,11.2,11.6,13.6,10.8,12.4,1019,0,-0.0,0.0,345,92.0,2.0,3.6,141,SE,95,3,1,95,0.0,none
674,2023-07-07T02:00:00,cloudy,Cloudy,6,12.1,11.3,11.4,13.1,10.9,12.5,1019,0,0.0,0.0,345,92.0,2.4,4.0,147,SSE,85,0,0,85,0.0,none
675,2023-07-07T03:00:00,partly_sunny,Partly sunny,4,11.8,11.1,10.7,12.6,10.7,12.7,1019,0,0.0,0.0,345,92.0,2.9,4.2,154,SSE,55,0,0,55,0.0,none
676,2023-07-07T04:00:00,sunny,Sunny,2,12.0,12.2,10.9,12.7,10.7,12.4,1019,0,0.0,0.0,345,91.0,2.9,4.4,158,SSE,8,0,0,8,0.0,none
677,2023-07-07T05:00:00,sunny,Sunny,2,11.9,12.0,10.6,12.5,10.6,12.2,1019,0,0.0,5.1,344,91.0,3.2,4.7,157,SSE,0,0,0,0,0.0,none
678,2023-07-07T06:00:00,sunny,Sunny,2,12.3,12.0,11.0,12.7,10.7,12.7,1019,0,0.03,72.9,343,89.0,3.7,5.5,158,SSE,7,0,0,6,0.0,none
679,2023-07-07T07:00:00,partly_sunny,Partly sunny,4,14.6,14.0,13.7,14.1,11.8,14.7,1019,0,0.1,199.5,342,82.0,4.0,6.4,157,SSE,30,0,0,30,0.0,none
680,2023-07-07T08:00:00,partly_sunny,Partly sunny,4,17.3,16.8,16.9,15.7,12.4,17.5,1019,0,0.21,348.7,342,73.0,4.1,7.3,156,SSE,26,0,0,26,0.0,none
681,2023-07-07T09:00:00,sunny,Sunny,2,19.6,19.7,19.8,17.2,12.7,20.2,1020,0,0.35,499.3,342,64.0,4.0,8.1,158,SSE,2,0,0,2,0.0,none
682,2023-07-07T10:00:00,sunny,Sunny,2,21.7,21.6,22.3,18.7,12.8,22.5,1020,0,0.49,637.9,342,57.0,4.3,8.7,159,SSE,0,0,0,0,0.0,none
683,2023-07-07T11:00:00,sunny,Sunny,2,23.0,22.6,23.9,19.9,12.1,24.0,1020,0,0.63,749.5,342,50.0,4.5,9.0,156,SSE,0,0,0,0,0.0,none
684,2023-07-07T12:00:00,sunny,Sunny,2,24.1,23.4,25.3,20.8,10.5,25.5,1020,0,0.71,826.8,343,42.0,4.2,8.9,140,SE,4,0,4,0,0.0,none
685,2023-07-07T13:00:00,sunny,Sunny,2,24.8,24.4,26.2,21.7,10.7,26.6,1020,0,0.76,862.2,342,41.0,3.9,8.5,135,SE,0,0,0,0,0.0,none
686,2023-07-07T14:00:00,sunny,Sunny,2,25.2,24.8,26.6,22.6,10.3,27.2,1020,0,0.76,849.0,343,39.0,3.9,7.9,132,SE,0,0,0,0,0.0,none
687,2023-07-07T15:00:00,sunny,Sunny,2,25.8,25.4,27.4,23.2,10.1,27.3,1020,0,0.72,798.5,342,37.0,3.7,7.4,122,ESE,0,0,0,0,0.0,none
688,2023-07-07T16:00:00,sunny,Sunny,2,26.0,25.6,27.7,23.5,9.6,26.7,1019,0,0.66,705.3,340,35.0,3.6,7.0,117,ESE,0,0,0,0,0.0,none
689,2023-07-07T17:00:00,sunny,Sunny,2,26.2,25.8,27.9,23.6,9.7,25.9,1019,0,0.56,578.3,340,35.0,3.6,6.7,115,ESE,0,0,0,0,0.0,none
690,2023-07-07T18:00:00,sunny,Sunny,2,26.3,26.2,28.1,23.5,10.0,24.9,1019,0,0.41,429.0,340,35.0,3.4,6.4,106,ESE,0,0,0,0,0.0,none
691,2023-07-07T19:00:00,sunny,Sunny,2,26.1,26.6,27.9,23.3,11.4,23.9,1018,0,0.24,258.3,340,39.0,3.0,5.5,90,E,0,0,0,0,0.0,none
692,2023-07-07T20:00:00,sunny,Sunny,2,25.3,26.1,26.9,22.7,12.4,22.0,1018,0,0.13,130.5,341,44.0,3.0,5.4,77,ENE,0,0,0,0,0.0,none
693,2023-07-07T21:00:00,sunny,Sunny,2,23.3,24.1,24.4,22.0,13.4,19.5,1018,0,0.05,27.8,341,53.0,3.4,6.2,75,ENE,0,0,0,0,0.0,none
694,2023-07-07T22:00:00,sunny,Sunny,2,20.7,21.1,21.2,20.7,13.3,17.8,1018,0,0.03,0.0,340,62.0,3.9,7.4,78,ENE,0,0,0,0,0.0,none
695,2023-07-07T23:00:00,sunny,Sunny,2,19.6,19.5,19.6,19.4,13.4,17.5,1019,0,0.03,0.0,339,67.0,4.5,8.4,83,E,1,0,0,1,0.0,none
696,2023-07-08T00:00:00,sunny,Sunny,2,19.2,18.4,19.0,18.7,13.0,17.5,1019,0,0.03,0.0,337,67.0,5.5,9.1,82,E,0,0,0,0,0.0,none
697,2023-07-08T01:00:00,sunny,Sunny,2,18.7,17.6,18.3,18.3,13.0,17.4,1019,0,0.02,0.0,336,69.0,5.9,9.4,88,E,0,0,0,0,0.0,none
698,2023-07-08T02:00:00,sunny,Sunny,2,18.3,17.2,17.8,18.0,12.8,17.0,1018,0,0.02,0.0,336,70.0,5.8,9.3,92,E,2,0,2,0,0.0,none
699,2023-07-08T03:00:00,sunny,Sunny,2,17.4,16.4,16.7,17.2,12.6,16.7,1018,0,0.02,0.0,334,73.0,5.6,9.0,93,E,1,0,1,0,0.0,none
700,2023-07-08T04:00:00,sunny,Sunny,2,16.9,16.0,16.2,16.9,12.5,16.4,1017,0,0.02,0.0,334,74.0,5.4,8.6,92,E,3,0,3,0,0.0,none
701,2023-07-08T05:00:00,sunny,Sunny,2,16.4,15.5,15.5,16.3,12.2,16.0,1017,0,0.02,4.7,333,76.0,5.2,8.4,92,E,4,0,4,0,0.0,none
702,2023-07-08T06:00:00,sunny,Sunny,2,16.2,15.4,15.3,16.3,12.2,15.9,1017,0,0.07,70.1,334,77.0,5.1,8.1,94,E,5,0,5,0,0.0,none
703,2023-07-08T07:00:00,sunny,Sunny,2,17.4,16.8,16.8,17.0,12.7,17.0,1017,0,0.14,187.1,336,74.0,5.0,8.1,93,E,3,0,3,0,0.0,none
704,2023-07-08T08:00:00,sunny,Sunny,2,19.1,18.7,19.0,18.1,13.2,19.2,1017,0,0.24,340.3,336,68.0,4.8,8.3,94,E,1,0,1,0,0.0,none
705,2023-07-08T09:00:00,sunny,Sunny,2,20.8,20.8,21.2,19.2,13.6,21.6,1017,0,0.36,491.6,336,63.0,4.5,8.3,98,E,2,0,2,0,0.0,none
706,2023-07-08T10:00:00,sunny,Sunny,2,22.6,22.9,23.4,20.3,14.1,24.1,1017,0,0.48,627.8,335,58.0,4.2,8.1,101,E,3,0,3,0,0.0,none
707,2023-07-08T11:00:00,sunny,Sunny,2,24.3,25.0,25.5,21.6,14.8,26.4,1017,0,0.59,736.8,334,55.0,3.9,8.0,105,ESE,0,0,0,0,0.0,none
708,2023-07-08T12:00:00,sunny,Sunny,2,26.4,27.3,28.2,23.1,15.4,27.8,1017,0,0.68,806.5,338,50.0,3.9,7.9,94,E,0,0,0,0,0.0,none
709,2023-07-08T13:00:00,sunny,Sunny,2,27.9,28.9,30.0,24.2,15.4,29.2,1017,1,0.75,842.7,332,46.0,3.8,7.8,103,ESE,0,0,0,0,0.0,none
710,2023-07-08T14:00:00,sunny,Sunny,2,29.1,30.4,31.5,25.2,15.6,30.2,1016,42,0.77,831.3,327,43.0,3.5,7.8,111,ESE,0,0,0,0,0.0,none
711,2023-07-08T15:00:00,sunny,Sunny,2,29.9,31.1,32.5,25.9,15.1,30.3,1016,56,0.75,764.4,324,40.0,3.3,7.6,117,ESE,8,0,4,5,0.0,none
712,2023-07-08T16:00:00,mostly_cloudy,Mostly cloudy,5,30.4,30.4,33.0,26.2,14.2,30.0,1016,43,0.69,675.8,322,37.0,2.7,7.3,133,SE,79,0,8,76,0.0,none
713,2023-07-08T17:00:00,overcast,Overcast,7,30.7,30.8,33.2,26.3,14.0,29.1,1016,55,0.57,544.2,322,36.0,1.8,6.7,149,SSE,94,0,15,93,0.0,none
714,2023-07-08T18:00:00,overcast,Overcast,7,30.6,31.0,33.1,26.3,13.7,28.6,1016,243,0.32,269.7,321,35.0,1.0,5.8,152,SSE,100,0,15,100,0.0,none
715,2023-07-08T19:00:00,overcast,Overcast,7,30.1,31.2,32.4,26.0,15.1,26.6,1016,842,0.19,144.3,324,40.0,0.5,5.2,352,N,98,0,10,98,0.0,none
716,2023-07-08T20:00:00,mostly_cloudy,Mostly cloudy,5,28.2,29.9,30.4,25.2,16.1,24.7,1016,1508,0.04,94.2,329,47.0,1.0,2.8,13,NNE,75,0,15,70,0.0,none
717,2023-07-08T21:00:00,partly_sunny,Partly sunny,4,26.5,29.1,28.5,24.6,16.8,22.7,1016,1567,0.01,22.8,328,55.0,1.4,2.7,34,NE,35,0,17,20,0.0,none
718,2023-07-08T22:00:00,partly_sunny,Partly sunny,4,23.9,26.3,25.5,23.5,16.9,20.4,1016,1181,0.0,0.0,327,65.0,1.6,3.3,67,ENE,40,0,17,26,0.0,none
719,2023-07-08T23:00:00,cloudy,Cloudy,6,22.1,23.0,23.2,21.9,16.8,19.5,1016,654,0.01,0.0,320,72.0,2.2,3.6,109,ESE,89,0,16,89,0.0,none
720,2023-07-09T00:00:00,overcast,Overcast,7,20.6,21.8,21.6,20.5,17.5,18.9,1016,220,0.01,0.0,314,82.0,1.9,3.8,157,SSE,99,0,52,97,0.0,none
721,2023-07-09T01:00:00,cloudy,Cloudy,6,20.3,21.2,21.1,20.4,17.2,19.3,1017,152,0.0,0.0,316,82.0,2.5,3.7,119,ESE,90,0,38,84,0.0,none
722,2023-07-09T02:00:00,mostly_cloudy,Mostly cloudy,5,19.5,20.5,20.0,19.9,17.2,18.7,1017,88,-0.0,0.0,315,86.0,2.9,3.3,149,SSE,71,0,6,69,0.0,none
723,2023-07-09T03:00:00,cloudy,Cloudy,6,19.0,19.9,19.4,19.5,17.3,18.0,1017,66,-0.0,0.0,313,89.0,2.7,3.2,162,SSE,83,0,9,82,0.0,none
724,2023-07-09T04:00:00,cloudy,Cloudy,6,18.6,19.5,19.0,19.1,17.2,17.5,1017,32,-0.0,0.0,311,91.0,2.5,3.2,182,S,86,0,4,86,0.0,none
725,2023-07-09T05:00:00,overcast,Overcast,7,18.3,19.1,18.7,18.9,17.0,17.3,1017,63,-0.0,3.8,310,92.0,2.3,3.0,199,SSW,93,0,6,93,0.0,none
726,2023-07-09T06:00:00,cloudy,Cloudy,6,18.4,19.6,19.0,18.7,16.9,17.7,1017,109,0.01,57.1,312,91.0,1.8,3.0,206,SSW,89,0,13,89,0.0,none
727,2023-07-09T07:00:00,overcast,Overcast,7,19.7,21.1,20.6,18.8,17.7,19.6,1018,184,0.07,145.9,314,88.0,1.7,4.0,221,SW,100,0,13,100,0.0,none
728,2023-07-09T08:00:00,overcast,Overcast,7,22.3,24.1,23.7,20.4,18.6,22.1,1018,230,0.16,287.6,316,79.0,1.3,3.4,240,WSW,97,0,15,97,0.0,none
729,2023-07-09T09:00:00,partly_sunny,Partly sunny,4,23.9,26.9,25.5,21.6,18.9,25.0,1018,536,0.24,356.4,317,73.0,1.2,4.6,274,W,53,0,30,32,0.0,none
730,2023-07-09T10:00:00,partly_sunny,Partly sunny,4,24.8,27.9,26.5,22.8,18.7,27.8,1018,937,0.33,433.5,316,69.0,1.5,5.0,304,WNW,41,0,37,9,0.0,none
731,2023-07-09T11:00:00,partly_sunny,Partly sunny,4,25.8,28.9,27.6,24.0,18.9,29.2,1018,922,0.45,583.2,316,65.0,1.4,5.0,345,NNW,43,0,32,18,0.0,none
732,2023-07-09T12:00:00,partly_sunny,Partly sunny,4,25.6,26.7,27.2,24.5,18.0,28.3,1018,686,0.42,505.2,324,62.0,3.2,7.5,12,NNE,65,0,44,38,0.0,none
733,2023-07-09T13:00:00,partly_sunny,Partly sunny,4,25.2,27.0,26.8,25.0,18.3,28.1,1018,1030,0.59,732.9,333,65.0,3.3,7.0,353,N,34,0,6,31,0.0,none
734,2023-07-09T14:00:00,overcast,Overcast,7,25.8,25.7,27.4,26.0,17.9,28.9,1018,1376,0.56,679.5,321,61.0,4.2,7.0,311,NW,97,1,15,96,0.0,none
735,2023-07-09T15:00:00,rain,Rain,11,25.3,24.3,26.7,26.5,17.4,24.1,1019,1422,0.4,466.0,314,61.0,5.4,10.4,305,NW,100,3,45,100,2.1,rain
736,2023-07-09T16:00:00,light_rain,Light rain,10,22.4,22.6,23.3,25.9,18.0,22.5,1019,357,0.19,237.2,310,76.0,3.9,9.3,327,NNW,100,1,73,100,0.4,rain
737,2023-07-09T17:00:00,overcast,Overcast,7,20.5,21.1,21.0,24.6,18.2,22.0,1020,298,0.25,366.6,310,87.0,3.2,7.5,336,NNW,100,1,76,100,0.0,none
738,2023-07-09T18:00:00,overcast,Overcast,7,20.2,20.7,20.7,24.1,18.0,20.9,1019,112,0.18,256.1,310,87.0,3.2,8.0,348,NNW,100,0,86,99,0.0,none
739,2023-07-09T19:00:00,overcast,Overcast,7,20.0,20.5,20.4,23.5,17.6,20.1,1019,94,0.12,161.8,313,86.0,3.1,8.1,323,NW,96,4,54,91,0.0,none
740,2023-07-09T20:00:00,mostly_cloudy,Mostly cloudy,5,19.5,20.3,19.9,22.8,17.3,20.0,1019,45,0.05,88.1,318,87.0,3.1,5.9,315,NW,72,44,37,44,0.0,none
741,2023-07-09T21:00:00,mostly_cloudy,Mostly cloudy,5,19.0,20.1,19.4,21.9,17.1,19.0,1019,31,0.01,16.7,325,88.0,2.6,5.0,317,NW,74,59,11,41,0.0,none
742,2023-07-09T22:00:00,cloudy,Cloudy,6,18.4,19.4,18.8,21.2,17.1,18.2,1020,52,0.0,0.0,327,92.0,2.2,3.9,314,NW,86,70,11,60,0.0,none
743,2023-07-09T23:00:00,overcast,Overcast,7,18.1,19.2,18.8,20.6,16.8,17.6,1020,34,0.0,0.0,326,92.0,1.7,3.4,300,WNW,98,60,18,96,0.0,none
744,2023-07-10T00:00:00,overcast,Overcast,7,17.7,18.1,17.7,20.2,17.1,18.2,1020,11,-0.0,0.0,326,96.0,2.9,4.2,302,WNW,98,19,62,93,0.0,none
745,2023-07-10T01:00:00,overcast,Overcast,7,17.6,17.6,17.4,20.0,17.2,18.2,1020,16,-0.01,0.0,327,97.0,3.7,4.7,285,WNW,94,27,69,72,0.0,none
746,2023-07-10T02:00:00,overcast,Overcast,7,17.2,17.1,16.9,19.6,16.7,17.5,1020,56,-0.01,0.0,328,97.0,3.5,4.4,273,W,97,75,85,23,0.0,none
747,2023-07-10T03:00:00,partly_sunny,Partly sunny,4,17.0,18.0,17.0,19.3,16.3,16.9,1020,20,-0.0,0.0,331,96.0,2.6,4.3,267,W,60,12,56,2,0.0,none
748,2023-07-10T04:00:00,partly_sunny,Partly sunny,4,16.6,16.9,16.3,18.9,15.7,16.4,1020,47,0.0,0.0,335,94.0,3.3,4.2,254,WSW,66,31,58,2,0.0,none
749,2023-07-10T05:00:00,partly_sunny,Partly sunny,4,16.2,16.7,15.8,18.3,15.1,16.3,1020,3,0.0,2.7,345,92.0,3.3,4.2,250,WSW,44,5,44,1,0.0,none
750,2023-07-10T06:00:00,sunny,Sunny,2,16.0,17.0,15.5,17.9,14.8,16.2,1020,3,0.02,50.7,356,92.0,3.5,4.9,244,WSW,6,1,5,0,0.0,none
751,2023-07-10T07:00:00,sunny,Sunny,2,16.8,17.7,16.4,18.0,15.3,16.9,1020,16,0.06,149.2,352,90.0,4.0,6.1,243,WSW,1,1,0,0,0.0,none
752,2023-07-10T08:00:00,mostly_sunny,Mostly sunny,3,18.1,18.1,17.7,18.9,15.6,18.3,1021,30,0.18,336.7,346,85.0,5.0,9.2,250,WSW,20,20,0,0,0.0,none
753,2023-07-10T09:00:00,mostly_sunny,Mostly sunny,3,19.3,19.1,19.2,19.8,15.6,19.8,1021,35,0.29,476.8,342,79.0,5.3,10.0,255,WSW,20,20,0,0,0.0,none
754,2023-07-10T10:00:00,mostly_sunny,Mostly sunny,3,20.0,19.9,20.1,20.6,15.5,21.5,1021,18,0.4,608.9,341,75.0,5.3,10.4,257,WSW,15,15,0,0,0.0,none
755,2023-07-10T11:00:00,sunny,Sunny,2,20.9,20.8,21.2,21.5,15.1,23.1,1021,2,0.51,703.6,339,69.0,5.2,10.3,259,WSW,7,4,1,2,0.0,none
756,2023-07-10T12:00:00,mostly_sunny,Mostly sunny,3,21.2,20.9,21.7,22.2,14.0,24.6,1021,0,0.61,809.5,336,63.0,4.7,10.8,256,WSW,20,8,2,12,0.0,none
757,2023-07-10T13:00:00,sunny,Sunny,2,21.8,21.0,22.2,22.9,13.2,25.3,1021,0,0.59,758.4,338,58.0,5.5,10.9,253,WSW,0,0,0,0,0.0,none
758,2023-07-10T14:00:00,partly_sunny,Partly sunny,4,22.0,20.6,22.5,23.3,12.9,25.4,1022,0,0.61,763.6,336,56.0,5.8,10.2,260,W,21,1,5,17,0.0,none
759,2023-07-10T15:00:00,sunny,Sunny,2,22.2,21.6,22.9,23.7,12.1,25.6,1021,0,0.6,742.4,335,52.0,4.8,9.2,267,W,0,0,0,0,0.0,none
760,2023-07-10T16:00:00,sunny,Sunny,2,22.4,22.0,23.1,24.0,11.5,25.3,1021,0,0.52,621.2,331,50.0,4.2,8.5,270,W,2,0,1,1,0.0,none
761,2023-07-10T17:00:00,sunny,Sunny,2,22.6,22.9,23.6,23.9,11.5,24.8,1021,0,0.45,534.2,329,49.0,3.2,7.3,272,W,1,0,0,1,0.0,none
762,2023-07-10T18:00:00,sunny,Sunny,2,22.5,23.5,23.7,23.8,11.5,23.9,1020,0,0.34,393.0,328,49.0,2.3,6.2,270,W,1,0,1,0,0.0,none
763,2023-07-10T19:00:00,mostly_sunny,Mostly sunny,3,22.3,23.8,23.7,23.4,11.7,22.9,1020,0,0.21,252.8,326,51.0,1.5,4.8,265,W,13,1,1,11,0.0,none
764,2023-07-10T20:00:00,partly_sunny,Partly sunny,4,21.5,22.5,23.4,22.8,11.8,21.4,1020,0,0.07,112.1,323,53.0,0.4,2.1,237,WSW,66,8,23,46,0.0,none
765,2023-07-10T21:00:00,overcast,Overcast,7,20.5,20.9,22.0,22.0,12.9,19.1,1019,0,0.02,19.2,322,61.0,0.9,2.8,86,E,93,7,6,93,0.0,none
766,2023-07-10T22:00:00,overcast,Overcast,7,19.1,19.0,19.9,20.7,13.4,17.6,1018,0,0.01,0.0,322,69.0,1.8,3.5,98,E,97,1,4,97,0.0,none
767,2023-07-10T23:00:00,cloudy,Cloudy,6,17.5,17.4,17.8,19.1,13.7,17.2,1018,0,0.01,0.0,323,78.0,2.2,3.6,117,ESE,86,4,6,84,0.0,none
768,2023-07-11T00:00:00,partly_sunny,Partly sunny,4,16.9,18.0,17.4,18.4,13.4,16.5,1018,22,0.01,0.0,322,79.0,1.6,3.7,144,SE,45,9,25,28,0.0,none
769,2023-07-11T01:00:00,partly_sunny,Partly sunny,4,16.5,17.2,16.8,17.9,13.6,16.4,1017,8,0.01,0.0,320,82.0,1.9,3.9,150,SSE,56,3,22,43,0.0,none
770,2023-07-11T02:00:00,mostly_cloudy,Mostly cloudy,5,16.0,16.2,16.1,17.4,13.7,15.7,1017,1,0.01,0.0,318,86.0,2.1,3.7,156,SSE,75,10,20,64,0.0,none
771,2023-07-11T03:00:00,overcast,Overcast,7,16.1,16.1,16.3,17.0,13.9,15.9,1016,0,0.01,0.0,319,86.0,2.0,3.3,159,SSE,93,5,15,92,0.0,none
772,2023-07-11T04:00:00,cloudy,Cloudy,6,15.9,16.1,16.1,16.6,13.9,15.6,1015,0,0.0,0.0,318,88.0,1.8,3.5,168,SSE,90,7,18,85,0.0,none
773,2023-07-11T05:00:00,partly_sunny,Partly sunny,4,15.7,16.3,15.8,16.4,14.0,15.7,1015,0,0.01,2.9,318,89.0,2.2,4.6,165,SSE,61,11,15,55,0.0,none
774,2023-07-11T06:00:00,partly_sunny,Partly sunny,4,16.1,16.2,15.8,16.4,14.1,16.5,1014,0,0.04,52.0,318,88.0,2.9,6.2,162,SSE,62,19,32,47,0.0,none
775,2023-07-11T07:00:00,mostly_cloudy,Mostly cloudy,5,17.4,16.8,17.1,17.1,14.5,18.0,1013,0,0.1,148.0,319,82.0,4.0,8.0,166,SSE,74,8,25,70,0.0,none
776,2023-07-11T08:00:00,partly_sunny,Partly sunny,4,19.4,18.4,19.3,18.2,15.0,20.1,1012,0,0.23,299.4,320,75.0,5.1,10.2,176,S,63,9,29,53,0.0,none
777,2023-07-11T09:00:00,partly_sunny,Partly sunny,4,21.5,21.0,21.9,19.7,15.5,22.2,1012,0,0.37,454.7,320,68.0,5.7,12.1,189,S,24,3,7,17,0.0,none
778,2023-07-11T10:00:00,partly_sunny,Partly sunny,4,23.1,21.7,23.7,21.1,15.3,24.1,1012,0,0.5,610.3,320,61.0,6.8,13.0,211,SSW,21,0,3,19,0.0,none
779,2023-07-11T11:00:00,mostly_sunny,Mostly sunny,3,23.6,22.2,24.4,22.3,15.3,25.2,1012,0,0.57,714.8,320,59.0,6.9,13.0,225,SW,16,0,0,16,0.0,none
780,2023-07-11T12:00:00,partly_sunny,Partly sunny,4,23.9,22.7,24.8,23.0,15.7,26.7,1012,0,0.63,784.7,320,60.0,6.7,13.8,228,SW,25,0,0,25,0.0,none
781,2023-07-11T13:00:00,cloudy,Cloudy,6,24.2,21.6,25.1,23.7,16.0,27.2,1011,0,0.59,684.1,320,60.0,7.6,14.3,229,SW,90,54,0,80,0.0,none
782,2023-07-11T14:00:00,overcast,Overcast,7,24.0,21.2,24.9,24.1,16.1,26.6,1011,0,0.59,686.1,320,61.0,7.9,13.8,234,SW,96,58,14,90,0.0,none
783,2023-07-11T15:00:00,overcast,Overcast,7,23.7,21.6,24.5,24.4,16.7,25.2,1011,0,0.44,497.9,321,64.0,6.8,13.0,243,WSW,96,22,11,95,0.0,none
784,2023-07-11T16:00:00,cloudy,Cloudy,6,23.3,21.9,24.1,24.3,17.2,26.2,1010,0,0.4,496.2,321,68.0,6.3,11.6,245,WSW,90,10,10,88,0.0,none
785,2023-07-11T17:00:00,overcast,Overcast,7,23.1,22.1,23.9,24.1,17.3,25.5,1010,0,0.36,443.0,321,70.0,5.4,11.5,250,WSW,98,2,4,98,0.0,none
786,2023-07-11T18:00:00,overcast,Overcast,7,22.5,21.4,23.2,23.9,16.9,23.9,1010,0,0.28,318.6,321,70.0,5.3,11.1,256,WSW,98,5,9,97,0.0,none
787,2023-07-11T19:00:00,partly_sunny,Partly sunny,4,22.4,22.3,23.2,23.4,16.5,22.6,1010,2,0.2,223.7,322,68.0,4.7,9.7,253,WSW,52,6,13,44,0.0,none
788,2023-07-11T20:00:00,partly_sunny,Partly sunny,4,21.8,22.5,22.6,22.8,16.0,21.5,1009,10,0.1,106.5,324,69.0,3.6,8.1,241,WSW,38,3,22,19,0.0,none
789,2023-07-11T21:00:00,rain_shower,Rain shower,13,20.8,21.8,21.5,22.0,15.3,19.8,1009,42,0.03,14.0,323,70.0,2.7,9.0,226,SW,41,12,39,0,0.9,rain
790,2023-07-11T22:00:00,psbl_rain,Possible rain,12,19.4,18.8,19.6,20.9,15.0,18.2,1009,100,0.01,0.0,322,75.0,3.6,9.5,232,SW,88,60,74,57,0.8,rain
791,2023-07-11T23:00:00,overcast,Overcast,7,18.6,17.7,18.5,19.7,14.9,17.3,1009,31,0.01,0.0,322,79.0,4.0,7.5,230,SW,92,42,70,82,0.0,none
792,2023-07-12T00:00:00,partly_sunny,Partly sunny,4,17.4,17.5,17.0,19.3,15.2,17.1,1008,2,0.01,0.0,323,86.0,4.3,7.2,237,WSW,32,0,28,8,0.0,none
793,2023-07-12T01:00:00,partly_sunny,Partly sunny,4,16.9,16.6,16.2,18.8,15.0,16.5,1008,0,0.01,0.0,327,88.0,4.7,7.7,233,SW,30,1,8,23,0.0,none
794,2023-07-12T02:00:00,partly_sunny,Partly sunny,4,16.6,16.7,16.0,18.6,15.0,16.2,1008,0,0.01,0.0,331,90.0,4.1,8.3,233,SW,33,2,26,18,0.0,none
795,2023-07-12T03:00:00,light_rain,Light rain,10,16.6,15.3,15.9,18.3,15.0,16.0,1008,5,0.01,0.0,334,90.0,4.5,8.4,235,SW,100,22,100,100,0.4,rain
796,2023-07-12T04:00:00,light_rain,Light rain,10,16.6,15.0,15.8,18.2,15.3,16.3,1008,24,0.01,0.0,341,92.0,5.2,9.8,233,SW,100,34,100,100,0.2,rain
797,2023-07-12T05:00:00,partly_sunny,Partly sunny,4,16.5,14.9,15.3,18.2,15.3,16.0,1007,3,0.01,2.2,361,92.0,6.5,10.9,238,WSW,51,34,34,13,0.0,none
798,2023-07-12T06:00:00,overcast,Overcast,7,16.1,13.6,14.8,18.2,15.0,15.2,1008,30,0.02,46.3,374,93.0,6.8,11.2,243,WSW,98,96,24,19,0.0,none
799,2023-07-12T07:00:00,overcast,Overcast,7,16.2,14.0,15.1,18.1,15.1,15.8,1008,18,0.05,84.1,372,92.0,6.3,11.5,246,WSW,99,99,14,13,0.0,none
800,2023-07-12T08:00:00,overcast,Overcast,7,16.7,15.2,15.9,18.2,15.5,16.6,1008,54,0.09,138.0,352,92.0,5.3,11.6,241,WSW,98,98,13,0,0.0,none
801,2023-07-12T09:00:00,overcast,Overcast,7,17.3,15.8,16.6,18.5,15.9,17.6,1009,141,0.15,264.0,350,91.0,5.6,12.3,243,WSW,99,99,30,0,0.0,none
802,2023-07-12T10:00:00,cloudy,Cloudy,6,17.9,16.5,17.4,19.0,15.8,18.0,1010,151,0.24,412.1,351,87.0,5.5,12.0,247,WSW,90,89,25,15,0.0,none
